72081	 70964	1 yr. ago	Attestation Violation	457,573	14,299
71744	 70964	1 yr. ago	Attestation Violation	457,573	14,299
71734	 52332	1 yr. ago	Attestation Violation	457,572	14,299
71714	 52332	1 yr. ago	Attestation Violation	457,572	14,299
71718	 65347	1 yr. ago	Attestation Violation	457,571	14,299
72084	 65347	1 yr. ago	Attestation Violation	457,571	14,299
71709	 27546	1 yr. ago	Attestation Violation	457,570	14,299
71672	 27546	1 yr. ago	Attestation Violation	457,570	14,299
70044	 43018	1 yr. ago	Attestation Violation	457,568	14,299
69717	 43018	1 yr. ago	Attestation Violation	457,568	14,299
72499	 50677	1 yr. ago	Attestation Violation	457,567	14,298
72074	 50677	1 yr. ago	Attestation Violation	457,567	14,298
68593	 48737	1 yr. ago	Attestation Violation	457,566	14,298
69786	 48737	1 yr. ago	Attestation Violation	457,566	14,298
71646	 17397	1 yr. ago	Attestation Violation	457,565	14,298
71593	 17397	1 yr. ago	Attestation Violation	457,565	14,298
69756	 52088	1 yr. ago	Attestation Violation	457,564	14,298
69388	 52088	1 yr. ago	Attestation Violation	457,564	14,298
69809	 3443	1 yr. ago	Attestation Violation	457,563	14,298
71663	 3443	1 yr. ago	Attestation Violation	457,563	14,298
69866	 36460	1 yr. ago	Attestation Violation	457,562	14,298
71699	 36460	1 yr. ago	Attestation Violation	457,562	14,298
71708	 73025	1 yr. ago	Attestation Violation	457,561	14,298
71673	 73025	1 yr. ago	Attestation Violation	457,561	14,298
69841	 19756	1 yr. ago	Attestation Violation	457,560	14,298
69772	 19756	1 yr. ago	Attestation Violation	457,560	14,298
71671	 48837	1 yr. ago	Attestation Violation	457,559	14,298
69732	 48837	1 yr. ago	Attestation Violation	457,559	14,298
71664	 70705	1 yr. ago	Attestation Violation	457,558	14,298
69716	 70705	1 yr. ago	Attestation Violation	457,558	14,298
69391	 55472	1 yr. ago	Attestation Violation	457,557	14,298
69817	 55472	1 yr. ago	Attestation Violation	457,557	14,298
71603	 34679	1 yr. ago	Attestation Violation	457,556	14,298
75162	 34679	1 yr. ago	Attestation Violation	457,556	14,298
75715	 36015	1 yr. ago	Attestation Violation	457,555	14,298
71690	 36015	1 yr. ago	Attestation Violation	457,555	14,298
69895	 9093	1 yr. ago	Attestation Violation	457,554	14,298
71614	 9093	1 yr. ago	Attestation Violation	457,554	14,298
69358	 66049	1 yr. ago	Attestation Violation	457,553	14,298
68648	 66049	1 yr. ago	Attestation Violation	457,553	14,298
69884	 SpangBit	1 yr. ago	Attestation Violation	457,552	14,298
71665	 SpangBit	1 yr. ago	Attestation Violation	457,552	14,298
71401	 23641	1 yr. ago	Attestation Violation	457,551	14,298
69812	 23641	1 yr. ago	Attestation Violation	457,551	14,298
71654	 31047	1 yr. ago	Attestation Violation	457,549	14,298
71676	 31047	1 yr. ago	Attestation Violation	457,549	14,298
17377	 20912	1 yr. ago	Attestation Violation	457,452	14,295
14415	 54596	1 yr. ago	Attestation Violation	457,006	14,281
16479	 50948	1 yr. ago	Attestation Violation	456,959	14,279
16523	 76042	1 yr. ago	Attestation Violation	456,958	14,279
16491	 20174	1 yr. ago	Attestation Violation	456,949	14,279
16509	 54711	1 yr. ago	Attestation Violation	456,945	14,279
8239	 3935	1 yr. ago	Attestation Violation	456,896	14,278
8250	 62836	1 yr. ago	Attestation Violation	456,895	14,277
8275	 39945	1 yr. ago	Attestation Violation	456,894	14,277
8320	 75282	1 yr. ago	Attestation Violation	456,892	14,277
9143	 21353	1 yr. ago	Attestation Violation	421,395	13,168
38038	 39883	1 yr. ago	Attestation Violation	357,060	11,158
40892	 55778	1 yr. ago	Proposer Violation	343,133	10,722
57976	 4966	1 yr. ago	Attestation Violation	296,756	9,273
52866	 gabuwhale	1 yr. ago	Attestation Violation	256,812	8,025
45871	 32686	1 yr. ago	Proposer Violation	248,186	7,755
43843	 5959	1 yr. ago	Attestation Violation	231,183	7,224
38116	 4617	1 yr. ago	Attestation Violation	161,508	5,047
38058	 4617	1 yr. ago	Attestation Violation	161,508	5,047
38114	 23929	1 yr. ago	Proposer Violation	141,175	4,411
38106	 1406	1 yr. ago	Attestation Violation	140,924	4,403
38148	 1406	1 yr. ago	Attestation Violation	140,924	4,403
38117	 31339	1 yr. ago	Proposer Violation	140,895	4,402
38128	 14011	1 yr. ago	Proposer Violation	140,845	4,401
38065	 33153	1 yr. ago	Proposer Violation	140,811	4,400
38129	 33452	1 yr. ago	Proposer Violation	140,559	4,392
38130	 4156	1 yr. ago	Proposer Violation	140,313	4,384
38091	 25012	1 yr. ago	Attestation Violation	138,770	4,336
38089	 10010	1 yr. ago	Proposer Violation	138,731	4,335
38061,38113	 28390	1 yr. ago	Attestation Violation	138,221	4,319
38061	 Untitled	1 yr. ago	Attestation Violation	138,194	4,318
38105	 Untitled	1 yr. ago	Attestation Violation	138,194	4,318
38069	 24876	1 yr. ago	Proposer Violation	138,164	4,317
23241	 15703	1 yr. ago	Attestation Violation	118,136	3,691
1644	 21844	1 yr. ago	Attestation Violation	102,389	3,199
7635	 17942	1 yr. ago	Attestation Violation	43,920	1,372
25645	 Bangkok	1 yr. ago	Proposer Violation	40,772	1,274
18177	 21106	1 yr. ago	Proposer Violation	22,374	699
4451	 Untitled	1 yr. ago	Attestation Violation	17,227	538
18249	 Untitled	1 yr. ago	Attestation Violation	17,227	538
4110	 Untitled	1 yr. ago	Attestation Violation	17,206	537
13869	 Untitled	1 yr. ago	Attestation Violation	17,206	537
4102	 Untitled	1 yr. ago	Attestation Violation	17,188	537
4086	 Untitled	1 yr. ago	Attestation Violation	17,188	537
4390	 Untitled	1 yr. ago	Attestation Violation	17,184	537
4100	 Untitled	1 yr. ago	Attestation Violation	17,184	537
4259	 19030	1 yr. ago	Attestation Violation	17,112	534
21574	 19030	1 yr. ago	Attestation Violation	17,112	534
20075	 11313	1 yr. ago	Proposer Violation	6,669	208
